id,name,service_name_vi,category,category_vi,finish_type,extension_type,nail_length,nail_shape,art_level,description,add_ons,duration_min,price,price_tier,maintenance_weeks,refill_eligible,removal_needed,soak_off_time_min,notes_en,notes_vi,seasonality_tags,trend_tags,inventory_items_used,selected
072.jpg,Christmas Ombré with Snowflakes & Candy Cane,Làm Móng Ombré Giáng Sinh (Bông Tuyết & Kẹo Bạc Hà),Full Set,Làm bộ móng mới,Glossy / Glitter,Acrylic,Medium / Long,Coffin / Square,Complex,"Pink and white ombré nails with red glitter, hand-painted white snowflakes, and candy cane stripes. Features a mini Santa figurine.","Ombré, Glitter, Hand-painted Snowflakes, Candy Cane Stripes, Rhinestones",180,140,High,2-3,Yes,Yes,30,Festive and detailed holiday design. Requires good blending for ombré and steady hand for art.,Thiết kế lễ hội và chi tiết. Yêu cầu kỹ năng pha màu ombré tốt và tay nghề vững để vẽ.,"Christmas, Winter, Holiday","Christmas Nails, Ombré Nails, Snowflake Nails, Candy Cane Nails","Pink Acrylic Powder, White Acrylic Powder, Red Glitter Acrylic, Clear Acrylic, Monomer, Nail Forms, White Art Gel, Fine Liner Brush, Red Rhinestones, Nail Glue, Glossy Top Coat",0
075.jpg,White Solid Background Placeholder,Hình Nền Trắng Trống,Placeholder,Hình ảnh giữ chỗ,N/A,N/A,N/A,N/A,None,Solid white image. Likely a placeholder or background for future content.,None,0,0,N/A,N/A,N/A,N/A,0,This is a blank image. No service details can be extracted.,Đây là hình ảnh trống. Không thể trích xuất chi tiết dịch vụ.,N/A,N/A,N/A,0
076.jpg,Sunset Ombré Stiletto Full Set (Ad Image),Làm Móng Bột Nhọn Ombré Hoàng Hôn (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy,Acrylic,Long,Stiletto,Moderate,"Vibrant orange and pink ombré stiletto nails, resembling a sunset. Ad image with business info.","Ombré, Multi-color",135,100,High,2-3,Yes,Yes,30,"Eye-catching and popular ombré design, perfect for summer or bold clients.","Thiết kế ombré bắt mắt và phổ biến, hoàn hảo cho mùa hè hoặc khách hàng cá tính.","Summer, Spring, Trendy","Ombré Nails, Sunset Nails, Stiletto Nails, Vibrant Colors","Orange Acrylic Powder, Pink Acrylic Powder, Clear Acrylic, Monomer, Nail Forms, Glossy Top Coat",0
077.jpg,"Patriotic Red, White & Blue Coffin Full Set (Ad Image)",Làm Móng Bột Đỏ Trắng Xanh Yêu Nước Dáng Coffin (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy,Acrylic,Medium / Long,Coffin,Complex,"Red, white, and blue patriotic-themed nails. Features solid red, blue with white stars, and red/white stripes. Ad image with business info.","Patriotic Art, Stars, Stripes, Multi-color",165,130,High,2-3,Yes,Yes,30,Perfect for Independence Day or other patriotic events. Requires precision for stars and stripes.,Hoàn hảo cho Ngày Độc Lập hoặc các sự kiện yêu nước khác. Yêu cầu độ chính xác cao cho việc vẽ sao và sọc.,"Independence Day, Patriotic, Summer","American Flag Nails, Red White Blue Nails, Coffin Nails, Patriotic Nails","Red Acrylic Powder, White Acrylic Powder, Blue Acrylic Powder, Clear Acrylic, Monomer, Nail Forms, White Art Gel, Fine Liner Brush, Glossy Top Coat",0
079.jpg,Blue Solid Background Placeholder,Hình Nền Xanh Đậm Trống,Placeholder,Hình ảnh giữ chỗ,N/A,N/A,N/A,N/A,None,Solid dark blue image with some subtle light effects. Likely a placeholder or background for future content.,None,0,0,N/A,N/A,N/A,N/A,0,This is a blank/background image. No service details can be extracted.,Đây là hình ảnh trống/nền. Không thể trích xuất chi tiết dịch vụ.,N/A,N/A,N/A,0
080.jpg,"Patriotic Red, White & Blue Stiletto Full Set (Ad Image)",Làm Móng Bột Đỏ Trắng Xanh Yêu Nước Dáng Nhọn (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy / Bling,Acrylic,Long,Stiletto / Almond,Extreme,"Red, white, and blue patriotic-themed nails with extensive bling. Features blue with white stars, red/white stripes, and swirling red/white/blue designs with rhinestones. Ad image with business info.","Patriotic Art, Stars, Stripes, Swirls, Bling, Multi-color",210,170,Premium,2-3,Yes (complex),Yes,30,"Very intricate and dazzling patriotic design, perfect for making a statement during national holidays.","Thiết kế yêu nước rất phức tạp và lộng lẫy, hoàn hảo để tạo điểm nhấn trong các ngày lễ quốc gia.","Independence Day, Patriotic, Summer","American Flag Nails, Red White Blue Nails, Stiletto Nails, Bling Nails","Red Acrylic Powder, White Acrylic Powder, Blue Acrylic Powder, Clear Acrylic, Monomer, Nail Forms, White Art Gel, Fine Liner Brush, Red Rhinestones, Blue Rhinestones, Nail Glue, Glossy Top Coat",0
081.jpg,Pink Glitter & Star French Almond Full Set (Ad Image),Làm Móng Bột Hạnh Nhân Pháp Kim Tuyến & Sao Hồng (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy / Glitter,Acrylic,Medium / Long,Almond,Complex,Pink glitter nails with white French tips and delicate white star designs. Ad image with business info and ring accessories.,"French Tip Art, Glitter, Star Art, Rhinestones",165,125,High,2-3,Yes,Yes,30,"Sparkly and feminine design, popular for clients who love a touch of whimsical glam.","Thiết kế lấp lánh và nữ tính, phổ biến cho khách hàng yêu thích sự quyến rũ mộng mơ.","All-Season, Festive, Glamorous","Glitter Nails, Star Nails, Pink Nails, French Tip, Almond Nails","Pink Glitter Acrylic, White Acrylic, Clear Acrylic, Monomer, Nail Forms, White Art Gel, Fine Liner Brush, Tiny Rhinestones, Nail Glue, Glossy Top Coat",0
082.jpg,Pink Ombré Spa Manicure (Ad Image),Chăm Sóc Móng Tay Ombré Hồng Kiểu Spa (Ảnh Quảng Cáo),Manicure / Spa Service,Làm móng tay / Dịch vụ Spa,Glossy,None (ombré on natural nails),Short / Medium,Oval / Square,Basic,"Hands with light pink ombré nails, posed on a pink towel with spa elements like candles, creams, and flowers. Ad image with business info.","Ombré (natural nails), Spa Treatment",75,60,Mid,2-3,No,Yes,15,Promotional image for a relaxing spa manicure with a subtle ombré effect. Focuses on the spa experience.,Hình ảnh quảng cáo cho dịch vụ chăm sóc móng tay thư giãn với hiệu ứng ombré tinh tế. Tập trung vào trải nghiệm spa.,"All-Season, Self-Care, Relaxation","Ombré Nails, Spa Manicure, Pink Nails, Natural Nails","Pink Gel Polish, White Gel Polish, Base Coat, Top Coat, Hand Cream, Cuticle Oil, Towel, Spa Accessories",1
083.jpg,Pink Gel Manicure with Flowers (Ad Image),Sơn Gel Hồng Có Hoa (Ảnh Quảng Cáo),Manicure,Làm móng tay,Glossy,None,Short / Medium,Square / Oval,None,"Hands with solid pink gel polish on natural nails, holding light pink roses. Ad image with business info and falling nail polish.",None,60,45,Mid,2-3,No,Yes,15,Simple and elegant solid color manicure. The image emphasizes femininity and beauty.,Làm móng một màu đơn giản và thanh lịch. Hình ảnh nhấn mạnh sự nữ tính và vẻ đẹp.,"Spring, Summer, Everyday Elegant","Pink Nails, Solid Color, Gel Manicure, Natural Nails","Pink Gel Polish, Base Coat, Top Coat, Hand Cream",0
084.jpg,Summer Citrus 3D Flower Stiletto Full Set (Ad Image),Làm Móng Bột Nhọn Hoa 3D Cam Chanh Mùa Hè (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy / 3D,Acrylic,Long,Stiletto / Coffin,Extreme,Vibrant orange and yellow ombré/gradient nails with detailed white and pink 3D flowers and rhinestones. Ad image with business info.,"Ombré/Gradient, 3D Flowers, Rhinestones, Multi-color",210,170,Premium,2-3,Yes (complex),Yes,30,"Eye-catching, intricate design perfect for summer or tropical themes. Requires advanced 3D art skills.","Thiết kế bắt mắt, phức tạp hoàn hảo cho chủ đề mùa hè hoặc nhiệt đới. Yêu cầu kỹ năng nghệ thuật 3D nâng cao.","Summer, Tropical, Festival","Summer Nails, 3D Flowers, Ombré Nails, Stiletto Nails, Citrus Colors","Orange Acrylic Powder, Yellow Acrylic Powder, Clear Acrylic, Monomer, Nail Forms, White 3D Acrylic, Pink 3D Acrylic, Rhinestones, Nail Glue, Glossy Top Coat",0
085.jpg,Pink & Silver Abstract Gel Manicure (Ad Image),Sơn Gel Hồng & Bạc Họa Tiết Trừu Tượng (Ảnh Quảng Cáo),Manicure,Làm móng tay,Glossy,None (on natural nails),Medium,Oval / Almond,Complex,Light pink gel polish on natural nails with abstract silver and hot pink lines/swirls. Ad image with business info.,"Abstract Line Art, Multi-color",90,75,Mid-High,2-3,No,Yes,15,"Modern and trendy abstract design. Good for clients who want a sophisticated, artistic look on natural nails.","Thiết kế trừu tượng hiện đại và thời thượng. Tốt cho khách hàng muốn vẻ ngoài tinh tế, nghệ thuật trên móng tự nhiên.","All-Season, Trendy, Abstract Art","Abstract Nails, Pink Nails, Silver Nails, Gel Manicure, Swirl Nails","Light Pink Gel Polish, Hot Pink Art Gel, Silver Art Gel, Fine Liner Brush, Base Coat, Top Coat",0
086.jpg,Red & Black Spider-web Coffin Full Set (Ad Image),Làm Móng Bột Coffin Đỏ & Đen Mạng Nhện (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy,Acrylic,Long,Coffin,Extreme,"Nude pink base with red and black French tips, featuring hand-painted spiderwebs, small hearts, and subtle bling. Spiderman earbud case visible. Ad image with business info.","French Tip Art, Spiderweb Art, Heart Art, Multi-color, Bling",195,150,High,2-3,Yes,Yes,30,"Bold and intricate design, likely for Halloween or Spiderman fans. Requires detailed hand-painting.","Thiết kế táo bạo và phức tạp, có thể dành cho Halloween hoặc người hâm mộ Spiderman. Yêu cầu vẽ tay chi tiết.","Halloween, Themed, Edgy","Spiderweb Nails, Red Nails, Black Nails, French Tip, Coffin Nails, Spiderman Theme","Nude Pink Acrylic, Red Acrylic, Black Art Gel, White Art Gel, Fine Liner Brush, Clear Acrylic, Monomer, Nail Forms, Small Rhinestones, Nail Glue, Glossy Top Coat",0
089.jpg,Pink Manicure with Nail Prep (Ad Image),Làm Móng Tay Hồng Với Chuẩn Bị Móng (Ảnh Quảng Cáo),Manicure / Spa Service,Làm móng tay / Dịch vụ Spa,Glossy,None,Medium,Oval,None,"Promotional image showing a hand with light pink nails being prepared by a gloved technician, with an inset circular image of someone painting pink nails. Ad image with business info.",Spa Manicure,60,45,Mid,2-3,No,Yes,15,Focuses on the professional service and care provided during a manicure.,Tập trung vào dịch vụ chuyên nghiệp và sự chăm sóc được cung cấp trong quá trình làm móng tay.,"All-Season, Self-Care","Gel Manicure, Nail Prep, Professional Service","Light Pink Gel Polish, Base Coat, Top Coat, Nail File, Buffer, Cuticle Pusher, Hand Cream, Gloves",1
090.jpg,Black & Nude French Coffin Full Set with Bling (Ad Image),Làm Móng Bột Coffin Pháp Đen & Nude Đính Đá (Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy / Bling,Acrylic,Long,Coffin,Extreme,"Nude pink base with black French tips, intricate black swirl designs, and extensive gold rhinestone application, creating a half-moon bling effect on some nails. Ad image with business info.","French Tip Art, Swirl Art, Gold Rhinestones, Multi-color",210,160,Premium,2-3,Yes (complex),Yes,30,"Glamorous and sophisticated design, popular for clients who want a bold yet elegant look. Requires precision art and gem placement.","Thiết kế quyến rũ và tinh tế, phổ biến cho khách hàng muốn vẻ ngoài táo bạo nhưng thanh lịch. Yêu cầu nghệ thuật và kỹ năng đính đá chính xác.","All-Season, Party, Glamorous","Black French Tip, Bling Nails, Swirl Nails, Coffin Nails, Gold Rhinestones","Nude Pink Acrylic, Black Acrylic/Gel Polish, Gold Rhinestones, Clear Acrylic, Monomer, Nail Forms, Fine Liner Brush, Nail Glue, Glossy Top Coat",0
091.jpg,Pink & White Ombré with 3D Flowers & Bling (Ad Image),Làm Móng Ombré Hồng Trắng (Hoa 3D & Đá - Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy / 3D,Acrylic,Long,Coffin,Extreme,"Pink and white ombré nails with accent nails featuring intricate 3D white flowers, gold charms, and rhinestones. Ad image with business info.","Ombré, 3D Flowers, Rhinestones, Gold Charms",210,175,Premium,2-3,Yes (complex),Yes,30,Very glamorous and popular for bridal or special occasions. The ad image showcases high-end art capabilities.,Rất lộng lẫy và phổ biến cho cô dâu hoặc các dịp đặc biệt. Hình ảnh quảng cáo thể hiện khả năng nghệ thuật cao cấp.,"Bridal, Wedding, Prom, Spring","Pink Ombré, 3D Flowers, Bling Nails, Coffin Nails, Bridal Nails","Pink Acrylic Powder, White Acrylic Powder, Clear Acrylic, Monomer, Nail Forms, 3D White Flowers, Gold Charms, Rhinestones, Nail Glue, Glossy Top Coat",0
092.jpg,Classic Pink & White Ombré Full Set,Làm Móng Bột Ombré Hồng Trắng Cổ Điển,Full Set,Làm bộ móng mới,Glossy,Acrylic,Medium / Long,Coffin / Square,None,Classic pink and white ombré (French fade) on medium-long coffin/square nails.,Ombré,105,85,High,2-3,Yes,Yes,25,Timeless and always popular 'baby boomer' nail design. A staple service.,Thiết kế móng 'baby boomer' vượt thời gian và luôn phổ biến. Một dịch vụ chủ lực.,"All-Season, Bridal, Everyday Elegant","French Ombré, Baby Boomer Nails, Pink & White Ombré, Coffin Nails","Nude Pink Acrylic Powder, White Acrylic Powder, Clear Acrylic, Monomer, Nail Forms, Glossy Top Coat",0
093.jpg,Black French with Swirls & Bling (Ad Image),Làm Móng Bột Pháp Đen (Vân Xoáy & Đá - Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy / Bling,Acrylic,Long,Coffin,Extreme,"Nude pink base with black French tips, intricate black swirl designs, and extensive gold rhinestone application. Ad image with business info.","French Tip Art, Swirl Art, Gold Rhinestones, Multi-color",210,160,Premium,2-3,Yes (complex),Yes,30,"This is the same service as 090.jpg, just a different ad crop. Glamorous and sophisticated design.","Đây là dịch vụ giống như 090.jpg, chỉ là một ảnh quảng cáo cắt khác. Thiết kế quyến rũ và tinh tế.","All-Season, Party, Glamorous","Black French Tip, Bling Nails, Swirl Nails, Coffin Nails, Gold Rhinestones","Nude Pink Acrylic, Black Acrylic/Gel Polish, Gold Rhinestones, Clear Acrylic, Monomer, Nail Forms, Fine Liner Brush, Nail Glue, Glossy Top Coat",0
094.jpg,Pink Gel Manicure with Floral Art,Sơn Gel Hồng (Họa Tiết Hoa),Manicure,Làm móng tay,Glossy,None,Short / Medium,Oval,Moderate,"Solid pink gel polish on natural nails, with accent nails featuring a white base and small pink/white flowers.","Hand-painted Floral Art, Multi-color",75,65,Mid-High,2-3,No,Yes,15,"This is the same service as 068.jpg, just a different ad crop. Cute and fresh design for shorter nails.","Đây là dịch vụ giống như 068.jpg, chỉ là một ảnh quảng cáo cắt khác. Thiết kế dễ thương và tươi mới cho móng ngắn.","Spring, Summer, Everyday Cute","Floral Nails, Pink Nails, Short Nails, Gel Manicure","Pink Gel Polish, White Gel Polish, Pink Art Gel, Dotting Tool, Fine Detail Brush, Base Coat, Top Coat",0
101.jpg,White Lace French Almond Full Set,Làm Móng Bột Hạnh Nhân Pháp Ren Trắng,Full Set,Làm bộ móng mới,Glossy,Acrylic,Medium,Almond,Complex,Sheer pink base with intricate white lace-inspired French tips and delicate red heart accents. Features a business card.,"French Tip Art, Lace Art, Heart Art",150,110,High,2-3,Yes,Yes,30,"Elegant and detailed design, popular for special occasions or a sophisticated everyday look. Requires precise hand-painting.","Thiết kế thanh lịch và chi tiết, phổ biến cho các dịp đặc biệt hoặc phong cách hàng ngày tinh tế. Yêu cầu vẽ tay chính xác.","Bridal, Romantic, All-Season","Lace Nails, French Tip, Almond Nails, Heart Nails, Pink Nails","Sheer Pink Acrylic, White Art Gel, Red Art Gel, Fine Liner Brush, Clear Acrylic, Monomer, Nail Forms, Glossy Top Coat",0
103.jpg,Deep Red & Orange Gel Manicure Ad,Quảng Cáo Sơn Gel Đỏ Đậm & Cam,Manicure,Làm móng tay,Glossy,None,Medium,Almond,None,"Digital ad featuring hands with deep red gel polish on almond nails, and an inset of hands with solid orange gel polish. With business logo and contact info.",None,60,45,Mid,2-3,No,Yes,15,"Promotional image for solid color gel manicures, highlighting classic and warm tones.","Hình ảnh quảng cáo cho dịch vụ sơn gel một màu, làm nổi bật các tông màu cổ điển và ấm áp.","Autumn, Winter, Classic","Red Nails, Orange Nails, Gel Manicure, Almond Nails, Solid Color","Deep Red Gel Polish, Orange Gel Polish, Base Coat, Top Coat",0
104.jpg,Autumn Harvest Nail Art Collage,Ảnh Ghép Nghệ Thuật Móng Thu Hoạch Mùa Thu,Full Set,Làm bộ móng mới,Glossy / Glitter,Acrylic,Long,Stiletto / Coffin,Extreme,"Collage of intricate autumn-themed nail designs: orange/gold glitter ombré French tips, hand-painted foxes, pumpkins, sunflowers, and black/white stripes.","Ombré, Glitter, Hand-painted Art, Autumn Theme",225,180,Premium,2-3,Yes (complex),Yes,30,"Highly detailed and creative autumn designs, great for clients wanting unique seasonal nails.","Các thiết kế mùa thu rất chi tiết và sáng tạo, tuyệt vời cho khách hàng muốn những bộ móng độc đáo theo mùa.","Autumn, Fall, Halloween, Thanksgiving","Autumn Nails, Fox Art, Pumpkin Nails, Sunflower Nails, Glitter Ombré, Striped Nails","Orange Acrylic, Gold Glitter Acrylic, Clear Acrylic, White Art Gel, Orange Art Gel, Yellow Art Gel, Black Art Gel, Fine Liner Brush, Monomer, Nail Forms, Glossy Top Coat",0
105.jpg,French Ombré with Colorful Confetti Full Set,Làm Móng Bột Ombré Pháp (Kim Tuyến Màu - Ảnh Quảng Cáo),Full Set,Làm bộ móng mới,Glossy,Acrylic,Medium / Long,Coffin / Almond,Moderate,Classic French ombré (pink and white fade) with colorful confetti-like glitter encapsulated in the acrylic. Ad image with business info.,"Ombré, Encapsulated Glitter",135,100,High,2-3,Yes,Yes,30,Fun and festive twist on classic French ombré. Good for celebrations.,Một biến tấu vui nhộn và lễ hội của ombré Pháp cổ điển. Tốt cho các dịp kỷ niệm.,"All-Season, Celebration, Party","French Ombré, Confetti Nails, Glitter Nails, Almond Nails","Nude Pink Acrylic, White Acrylic, Clear Acrylic, Colorful Confetti Glitter, Monomer, Nail Forms, Glossy Top Coat",0
106.jpg,Autumn Plaid & Pumpkin Coffin Full Set,Làm Móng Bột Coffin Kẻ Caro & Bí Ngô Mùa Thu,Full Set,Làm bộ móng mới,Glossy / Glitter,Acrylic,Medium,Coffin / Oval,Complex,"Brown solid nails, nude base with hand-painted white pumpkins, and plaid (tartan) designs in brown, orange, and white. Features a gold glitter accent nail.","Hand-painted Plaid, Hand-painted Pumpkins, Glitter, Multi-color",180,140,High,2-3,Yes,Yes,30,Cozy and detailed autumn design. Requires steady hand for plaid and pumpkin art.,Thiết kế mùa thu ấm cúng và chi tiết. Yêu cầu tay nghề vững để vẽ kẻ caro và bí ngô.,"Autumn, Fall, Thanksgiving","Plaid Nails, Pumpkin Nails, Autumn Nails, Glitter Nails, Coffin Nails","Brown Gel Polish, Nude Acrylic, White Art Gel, Orange Art Gel, Black Art Gel, Gold Glitter Gel, Fine Liner Brush, Clear Acrylic, Monomer, Nail Forms, Glossy Top Coat",0
107.jpg,Rose Gold Glitter Ombré Coffin Full Set,Làm Móng Bột Coffin Ombré Kim Tuyến Vàng Hồng,Full Set,Làm bộ móng mới,Glossy / Glitter,Acrylic,Long,Coffin,Moderate,"Nude pink base with rose gold glitter ombré, featuring large rectangular gold rhinestones. Ad image with business info.","Glitter Ombré, Rhinestones",150,120,High,2-3,Yes,Yes,30,"Very trendy and glamorous design, popular for events and festive occasions.","Thiết kế rất thời thượng và lộng lẫy, phổ biến cho các sự kiện và dịp lễ hội.","All-Season, Party, Glamorous","Rose Gold Nails, Glitter Ombré, Coffin Nails, Bling Nails, Rhinestone Nails","Nude Pink Acrylic, Rose Gold Glitter Acrylic, Clear Acrylic, Monomer, Nail Forms, Gold Rhinestones (large), Nail Glue, Glossy Top Coat",0
108.jpg,Natural Pink Gel Manicure Ad,Quảng Cáo Sơn Gel Hồng Tự Nhiên,Manicure,Làm móng tay,Glossy,None,Short / Medium,Oval,None,Digital ad featuring hands with natural light pink gel polish. With business logo and contact info.,None,60,45,Mid,2-3,No,Yes,15,"Promotional image for simple and clean gel manicures, emphasizing natural beauty.","Hình ảnh quảng cáo cho dịch vụ sơn gel đơn giản và sạch sẽ, nhấn mạnh vẻ đẹp tự nhiên.","All-Season, Everyday Elegant","Pink Nails, Natural Nails, Gel Manicure, Solid Color","Light Pink Gel Polish, Base Coat, Top Coat",0
109.jpg,Autumn Leaves & Red Ombré Coffin Full Set,Làm Móng Bột Coffin Lá Mùa Thu & Ombré Đỏ,Full Set,Làm bộ móng mới,Glossy / Glitter,Acrylic,Extra Long,Coffin,Extreme,"Extra long coffin nails with various autumn designs: clear nails with encapsulated maple leaves and glitter, solid deep red, red-to-orange ombré, and red/gold rhinestones.","Encapsulated Leaves, Glitter, Ombré, Rhinestones, Multi-color",240,190,Premium,2-3,Yes (complex),Yes,40,Highly artistic and dramatic design for fall. Great for clients wanting to make a bold seasonal statement.,Thiết kế rất nghệ thuật và ấn tượng cho mùa thu. Tuyệt vời cho khách hàng muốn tạo điểm nhấn táo bạo theo mùa.,"Autumn, Fall, Thanksgiving, Halloween","Autumn Leaves Nails, Red Ombré, Coffin Nails, Extra Long Nails, Encapsulated Art, Bling Nails","Clear Acrylic, Deep Red Acrylic, Orange Acrylic, Gold Glitter Acrylic, Monomer, Nail Forms, Dry Maple Leaves (small), Rhinestones, Nail Glue, Glossy Top Coat",0
110.jpg,Autumn Mani & Pedi Ad,Quảng Cáo Mani & Pedi Mùa Thu,Manicure & Pedicure,Làm móng tay & móng chân,Glossy,None,Short / Medium,Oval / Square,None,Digital ad featuring hands and feet with autumn-toned polish (brown and gold). With business logo and contact info.,None,105,75,Mid,2-3,No,Yes,20,Promotional image for matching autumn-themed manicure and pedicure services.,Hình ảnh quảng cáo cho dịch vụ làm móng tay và móng chân tông màu mùa thu phù hợp.,"Autumn, Fall","Autumn Nails, Manicure, Pedicure, Brown Nails, Gold Nails, Matching Set","Brown Gel Polish, Gold Gel Polish, Base Coat, Top Coat, Foot Scrub, Hand Cream",0
111.jpg,Tropical 3D Flower & Fruit Coffin Full Set,Làm Móng Bột Coffin Hoa & Trái Cây 3D Nhiệt Đới,Full Set,Làm bộ móng mới,Glossy / 3D,Acrylic,Extra Long,Coffin,Extreme,"Extra long coffin nails with a vibrant mix of designs: pink & white ombré, 3D flowers, encapsulated glitter, hand-painted fruits (e.g., pineapple, lemon slices), and abstract waves.","Ombré, 3D Flowers, Encapsulated Glitter, Hand-painted Art, Multi-color, Extra Long",240,200,Premium,2-3,Yes (complex),Yes,40,"A very elaborate and festive tropical-themed set, perfect for summer or vacations. Requires advanced artistry and extended time.","Bộ móng chủ đề nhiệt đới rất công phu và lễ hội, hoàn hảo cho mùa hè hoặc các kỳ nghỉ. Yêu cầu tay nghề cao và thời gian kéo dài.","Summer, Tropical, Vacation, Festival","Tropical Nails, 3D Flowers, Fruit Nails, Ombré Nails, Extra Long Nails, Encapsulated Art","Pink Acrylic, White Acrylic, Green Acrylic, Yellow Acrylic, Orange Acrylic, Clear Acrylic, Monomer, Nail Forms, 3D Flower Molds/Powder, Fine Detail Brush, Encapsulated Glitter, Glossy Top Coat",0
112.jpg,Halloween Character & Spiderweb Coffin Full Set,Làm Móng Bột Coffin Nhân Vật Halloween & Mạng Nhện,Full Set,Làm bộ móng mới,Glossy,Acrylic,Long,Coffin,Extreme,"Long coffin nails featuring various Halloween designs: hand-painted jack-o'-lanterns, spiderwebs, Frankenstein stitches, and blood drips over French tips in black, orange, neon green, and white.","French Tip Art, Halloween Art, Hand-painted Art, Multi-color",210,180,Premium,2-3,Yes (complex),Yes,30,"An extremely detailed and fun Halloween set, popular for the spooky season. Requires high-level hand-painting skills.","Bộ móng Halloween cực kỳ chi tiết và vui nhộn, phổ biến cho mùa ma quái. Yêu cầu kỹ năng vẽ tay cao cấp.","Halloween, Spooky, Festive","Halloween Nails, Jack-o-lantern Nails, Spiderweb Nails, Blood Drip Nails, Frankenstein Nails, Coffin Nails","Nude Acrylic, Black Gel Polish, Orange Gel Polish, Neon Green Gel Polish, White Gel Polish, Red Gel Polish, Fine Detail Brush, Monomer, Nail Forms, Glossy Top Coat",0
113.jpg,Autumn Golden Mani & Pedi Ad,Quảng Cáo Mani & Pedi Vàng Mùa Thu,Manicure & Pedicure,Làm móng tay & móng chân,Glossy / Glitter,None,Short / Medium,Oval / Square,None,"Digital ad featuring hands with glittery bronze/gold gel polish and feet with solid gold gel polish, set against an autumn leaves background. Includes business info.",Glitter (hands),105,80,Mid-High,2-3,No,Yes,20,Promotional image for luxurious autumn-themed matching manicure and pedicure services.,"Hình ảnh quảng cáo cho dịch vụ làm móng tay và móng chân sang trọng, tông màu vàng óng mùa thu.","Autumn, Fall, Thanksgiving","Autumn Nails, Golden Nails, Glitter Nails, Manicure, Pedicure, Matching Set","Bronze Glitter Gel Polish, Gold Gel Polish, Base Coat, Top Coat, Hand Cream, Foot Scrub",0
114.jpg,Black & White Floral Square Full Set,Làm Móng Bột Vuông Hoa Đen Trắng,Full Set,Làm bộ móng mới,Glossy,Acrylic,Medium,Square / Coffin,Complex,Nude base with intricate hand-painted black and white floral designs and classic white French tips on some nails.,"French Tip Art, Hand-painted Floral Art, Multi-color",165,130,High,2-3,Yes,Yes,30,Elegant and sophisticated floral design in a classic color palette. Requires detailed brushwork.,Thiết kế hoa thanh lịch và tinh tế với bảng màu cổ điển. Yêu cầu kỹ năng vẽ cọ chi tiết.,"All-Season, Formal, Elegant","Floral Nails, Black & White Nails, French Tip, Square Nails, Hand-painted Art","Nude Acrylic, White Acrylic, Black Art Gel, Fine Detail Brush, Clear Acrylic, Monomer, Nail Forms, Glossy Top Coat",0
115.jpg,Halloween Spiderweb & Spider Coffin Full Set,Làm Móng Bột Coffin Mạng Nhện & Nhện Halloween,Full Set,Làm bộ móng mới,Glossy,Acrylic,Extra Long,Coffin,Moderate,Extra long white coffin nails with hand-painted black spiderweb designs and small black spiders. Ad image with business info.,"Hand-painted Spiderweb Art, Spider Art, Extra Long",180,150,High,2-3,Yes,Yes,30,Classic and popular Halloween design. Effective with minimal color palette.,Thiết kế Halloween cổ điển và phổ biến. Hiệu quả với bảng màu tối giản.,"Halloween, Spooky, Themed","Spiderweb Nails, Spider Nails, Halloween Nails, White Nails, Coffin Nails, Extra Long Nails","White Acrylic, Black Art Gel, Fine Liner Brush, Clear Acrylic, Monomer, Nail Forms, Glossy Top Coat",0
116.jpg,Sparkly Nude & Rose Gold Gel Manicure Ad,Quảng Cáo Sơn Gel Nude & Vàng Hồng Lấp Lánh,Manicure,Làm móng tay,Glossy / Glitter,None,Short / Medium,Oval,Basic,Digital ad featuring hands with nude pink gel polish and an accent nail with rose gold glitter gel polish. Includes business info.,Glitter Accent,75,60,Mid,2-3,No,Yes,15,Promotional image for a simple yet elegant manicure with a touch of sparkle. Very popular.,Hình ảnh quảng cáo cho dịch vụ làm móng tay đơn giản nhưng thanh lịch với một chút lấp lánh. Rất phổ biến.,"All-Season, Everyday Glam, Festive","Nude Nails, Rose Gold Nails, Glitter Accent, Gel Manicure","Nude Pink Gel Polish, Rose Gold Glitter Gel Polish, Base Coat, Top Coat",0
